rep,fold,seed,arm,n_test,auc,ap,acc,f1,rely_img,rely_tab,auc_img_shuf,auc_tab_shuf,best_epoch,epochs_run
0,2,0,concat,46,0.8348348348348349,0.9546619905024172,0.8260869565217391,0.902439024390244,0.03003003003003,0.0930930930930931,0.8048048048048049,0.7417417417417418,3,18
0,2,1,concat,46,0.8108108108108109,0.9301789508817088,0.8043478260869565,0.8860759493670886,0.027027027027027,0.081081081081081,0.7837837837837838,0.7297297297297298,19,34
0,2,2,concat,46,0.7567567567567568,0.9217444052533584,0.7391304347826086,0.8461538461538461,0.0240240240240241,-0.0420420420420419,0.7327327327327327,0.7987987987987988,6,21
0,2,0,concat_wide,46,0.7867867867867868,0.9197412117589276,0.782608695652174,0.8717948717948718,0.0060060060060059,-0.0270270270270269,0.7807807807807808,0.8138138138138138,8,23
0,2,1,concat_wide,46,0.7762762762762763,0.9158437124526516,0.7608695652173914,0.8607594936708861,0.0120120120120119,0.0405405405405405,0.7642642642642643,0.7357357357357357,11,26
0,2,2,concat_wide,46,0.8378378378378378,0.9550360717801344,0.8260869565217391,0.8947368421052632,0.0330330330330329,0.051051051051051,0.8048048048048049,0.7867867867867868,3,18
0,2,0,cross,46,0.6921921921921923,0.8637273591014518,0.8043478260869565,0.8860759493670886,0.0345345345345347,-0.0585585585585585,0.6576576576576576,0.7507507507507508,14,29
0,2,1,cross,46,0.7297297297297298,0.9228565472969104,0.782608695652174,0.8648648648648649,0.0210210210210211,0.039039039039039,0.7087087087087087,0.6906906906906908,1,16
0,2,2,cross,46,0.7147147147147147,0.9063720344121158,0.8043478260869565,0.8831168831168831,0.0330330330330329,0.0180180180180179,0.6816816816816818,0.6966966966966968,1,16
0,2,0,cross_a2b,46,0.7597597597597598,0.9184426794840956,0.782608695652174,0.8717948717948718,-0.0180180180180179,-0.0120120120120119,0.7777777777777778,0.7717717717717718,11,26
0,2,1,cross_a2b,46,0.7117117117117118,0.8942907507748361,0.8043478260869565,0.8831168831168831,0.015015015015015,-0.0120120120120119,0.6966966966966968,0.7237237237237237,1,16
0,2,2,cross_a2b,46,0.7417417417417418,0.9268053215591194,0.8260869565217391,0.8947368421052632,0.0090090090090089,0.0360360360360361,0.7327327327327329,0.7057057057057057,18,33
0,2,0,img,46,0.7177177177177178,0.916107519754214,0.8043478260869565,0.8860759493670886,,,,,1,16
